isbn,title,author,category,sub_category,description,publisher,year_of_publication,language,num_pages,img_link
0553250426,"The Clan of the Cave Bear: Earth's Children, Book One",Jean M. Auel,Literature & Fiction,Genre Fiction,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love.Nominated as one of America’s best-loved novels by PBS’sThe Great American ReadThrough Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves theClan of the Cave Bear.A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly—she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza’s way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.Read more",Bantam Books ,1983,English,495,"https://images-na.ssl-images-amazon.com/images/I/517jHEJY-oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0679746048,"Girl, Interrupted",Susanna Kaysen,Biographies & Memoirs,Arts & Literature,"NATIONAL BESTSELLER • In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. Her memoir of the next two years is a ""poignant, honest ... triumphantly funny ... and heartbreaking story"" (The New York Times Book Review).The ward for teenage girls in the McLean psychiatric hospital was as renowned for its famous clientele—Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles—as for its progressive methods of treating those who could afford its sanctuary. Kaysen's memoir encompasses horror and razor-edged perception while providing vivid portraits of her fellow patients and their keepers. It is a brilliant evocation of a ""parallel universe"" set within the kaleidoscopically shifting landscape of the late sixties.Girl, Interruptedis a clear-sighted, unflinching document that gives lasting and specific dimension to our definitions of sane and insane, mental illness and recovery.Read more",Vintage ,1994,English,192,"https://images-na.ssl-images-amazon.com/images/I/41BMGYE45xL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0684862719,PAY IT FORWARD: A Novel,Catherine Ryan Hyde,Literature & Fiction,United States,"A moving and lifeaffirming tale of the goodness implicit in everyone follows twelveyearold Trevor, a boy from a troubled family, who develops a plan as part of a school project that starts people doing good things for each other.Read more",Simon & Schuster 1st Edition ,2000,English,288,"https://images-na.ssl-images-amazon.com/images/I/411Q7V5S4YL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0380813815,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,Literature & Fiction,Genre Fiction,"Everyone knows about the immaculate conception and the crucifixion. But what happened to Jesus between the manger and the Sermon on the Mount? In this hilarious and bold novel, the acclaimed Christopher Moore shares the greatest story never told: the life of Christ as seen by his boyhood pal, Biff.Just what was Jesus doing during the many years that have gone unrecorded in the Bible? Biff was there at his side, and now after two thousand years, he shares those good, bad, ugly, and miraculous times. Screamingly funny, audaciously fresh, Lamb rivals the best of Tom Robbins and Carl Hiaasen, and is sure to please this gifted writer’s fans and win him legions more.Read more",William Morrow Paperbacks Reprint edition ,2004,English,444,"https://images-na.ssl-images-amazon.com/images/I/51-MeKbrUhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0553562738,Doomsday Book,Connie Willis,Literature & Fiction,Genre Fiction,"“A tour de force.”—The New York Times Book ReviewConnie Willis draws upon her understanding of the universalities of human nature to explore the ageless issues of evil, suffering, and the indomitable will of the human spirit.For Kivrin, preparing an on-site study of one of the deadliest eras in humanity's history was as simple as receiving inoculations against the diseases of the fourteenth century and inventing an alibi for a woman traveling alone. For her instructors in the twenty-first century, it meant painstaking calculations and careful monitoring of the rendezvous location where Kivrin would be received.But a crisis strangely linking past and future strands Kivrin in a bygone age as her fellows try desperately to rescue her. In a time of superstition and fear, Kivrin—barely of age herself—finds she has become an unlikely angel of hope during one of history's darkest hours.Read more",Spectra ,1993,English,592,"https://images-na.ssl-images-amazon.com/images/I/51bUC2F5xdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Business & Money,Biography & History,"Fast food has hastened the malling of our landscape, widened the chasm between rich and poor, fueled an epidemic of obesity, and propelled American cultural imperialism abroad. That's a lengthy list of charges, but here Eric Schlosser makes them stick with an artful mix of first-rate reportage, wry wit, and careful reasoning.Schlosser's myth-shattering survey stretches from California's subdivisions where the business was born to the industrial corridor along the New Jersey Turnpike where many fast food's flavors are concocted. Along the way, he unearths a trove of fascinating, unsettling truths -- from the unholy alliance between fast food and Hollywood to the seismic changes the industry has wrought in food production, popular culture, and even real estate. He also uncovers the fast food chains' disturbing efforts to reel in the youngest, most susceptible consumers even while they hone their institutionalized exploitation of teenagers and minorities.Read more",Harper Perennial 1st edition ,2002,English,383,"https://images-na.ssl-images-amazon.com/images/I/51n-KBDW37L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0441569595,Neuromancer,William Gibson,"Mystery, Thriller & Suspense",Thrillers & Suspense,"Winner of the Hugo, Nebula, and Philip K. Dick Awards,Neuromanceris a science fiction masterpiece—a classic that ranks as one of the twentieth century’s most potent visions of the future.Case was the sharpest data-thief in the matrix—until he crossed the wrong people and they crippled his nervous system, banishing him from cyberspace. Now a mysterious new employer has recruited him for a last-chance run at an unthinkably powerful artificial intelligence. With a dead man riding shotgun and Molly, a mirror-eyed street-samurai, to watch his back, Case is ready for the adventure that upped the ante on an entire genre of fiction.Neuromancerwas the first fully-realized glimpse of humankind’s digital future—a shocking vision that has challenged our assumptions about technology and ourselves, reinvented the way we speak and think, and forever altered the landscape of our imaginations.Read more",Ace 1st edition ,1984,English,271,"https://images-na.ssl-images-amazon.com/images/I/51OATljr5VL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
051513452X,"The Lunatic Cafe (Anita Blake, Vampire Hunter, Book 4)",Laurell K. Hamilton,"Mystery, Thriller & Suspense",Mystery,"Anita has fallen for the leader of a local pack of werewolves. She's survived a lot, but this love thing may kill her yet.Read more",Berkley Jove Edition ,2002,English,384,"https://images-na.ssl-images-amazon.com/images/I/414Zu6rfWJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0441003745,"Bloody Bones (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,Literature & Fiction,Genre Fiction,"Hired to exhume two-hundred-year-old graves in the wake of a land dispute, Anita Blake becomes involved in local murders involving three dead teenagers and a bloodless corpse that makes her suspect that an evil force is preying upon the town. Reissue.Read more",Ace Books 1st edition ,1996,English,370,"https://images-na.ssl-images-amazon.com/images/I/51WY4H0MJGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515134481,"Circus of the Damned (Anita Blake, Vampire Hunter, Book 3)",Laurell K. Hamilton,"Mystery, Thriller & Suspense",Mystery,"When a powerful centuries-old vampire hits Anita Blake's town, a battle of the undead ensues.Read more",Berkley ,2002,English,336,"https://images-na.ssl-images-amazon.com/images/I/51h4WpygvlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0440238145,His Dark Materials: The Subtle Knife (Book 2),Philip Pullman,Teen & Young Adult,Literature & Fiction,"HIS DARK MATERIALSIS NOW AN HBO ORIGINAL SERIES STARRING DAFNE KEEN, RUTH WILSON, ANDREW SCOTT, AND LIN-MANUEL MIRANDA!The spellbinding sequel toThe Golden Compass, the modern fantasy classic thatEntertainment Weeklynamed an ""All-Time Greatest Novel"" andNewsweekhailed as a ""Top 100 Book of All Time,"" continues the epic adventure, catapulting readers between worlds, and toward a devastating discovery.Lost in a new world, Lyra finds Will—a boy on the run, a murderer—a worthy and welcome ally. For this is a world where soul-eating Specters stalk the streets and witches share the skies with troops of angels.Each is searching—Lyra for the meaning of Dark Matter, Will for his missing father—but what they find instead is a deadly secret, a knife of untold power. And neither Lyra nor Will suspects how tightly their lives, their loves, their destinies are bound together...until they are split apart.A #1New York TimesBestsellerPublished in 40 Countries“Just as quick-moving and unputdownable asThe Golden Compass. . . . The mysteries deepen and the wonders grow even more extravagant.” —The Washington Post“Pullman’s imagination soars . . . A literary rollercoaster ride you won’t want to miss.”—The Boston Globe“The story gallops with ferocious momentum . . . Devilishly inventive.” —The New York Times Book ReviewDon't miss Philip Pullman's epic new trilogy set in the world of His Dark Materials!** THE BOOK OF DUST **La Belle SauvageThe Secret CommonwealthRead more",Laurel Leaf Reissue edition ,2003,English,304,"https://images-na.ssl-images-amazon.com/images/I/41AUlLvGmxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
